1644516033203	PolyGesture	ExperimentStarted	Raffaele
1644516058114	PolyGesture	InputEvent	BeginBatchEdit

1644516058121	PolyGesture	InputEvent	SelectionChanged 287 293

1644516058134	PolyGesture	InputEvent	BeginBatchEdit

1644516058140	PolyGesture	InputEvent	BeginBatchEdit

1644516058143	PolyGesture	InputEvent	BeginBatchEdit

1644516058152	PolyGesture	InputEvent	SelectionChanged 287 294

1644516058162	PolyGesture	InputEvent	BeginBatchEdit

1644516058174	PolyGesture	InputEvent	SelectionChanged 287 295

1644516058190	PolyGesture	InputEvent	BeginBatchEdit

1644516058196	PolyGesture	InputEvent	SelectionChanged 287 296

1644516058206	PolyGesture	InputEvent	BeginBatchEdit

1644516058220	PolyGesture	InputEvent	BeginBatchEdit

1644516058221	PolyGesture	InputEvent	BeginBatchEdit

1644516058225	PolyGesture	InputEvent	BeginBatchEdit

1644516058230	PolyGesture	InputEvent	SelectionChanged 287 297

1644516058240	PolyGesture	InputEvent	BeginBatchEdit

1644516058253	PolyGesture	InputEvent	BeginBatchEdit

1644516058285	PolyGesture	InputEvent	SelectionChanged 287 298

1644516058297	PolyGesture	InputEvent	BeginBatchEdit

1644516058309	PolyGesture	InputEvent	BeginBatchEdit

1644516058465	PolyGesture	InputEvent	SelectionChanged 287 299

1644516058478	PolyGesture	InputEvent	BeginBatchEdit

1644516058488	PolyGesture	InputEvent	BeginBatchEdit

1644516058610	PolyGesture	InputEvent	SelectionChanged 287 300

1644516058623	PolyGesture	InputEvent	BeginBatchEdit

1644516058633	PolyGesture	InputEvent	BeginBatchEdit

1644516058732	PolyGesture	InputEvent	SelectionChanged 287 301

1644516058744	PolyGesture	InputEvent	BeginBatchEdit

1644516058755	PolyGesture	InputEvent	BeginBatchEdit

1644516058955	PolyGesture	InputEvent	BeginBatchEdit

1644516059742	PolyGesture	InputEvent	BeginBatchEdit

1644516059768	PolyGesture	InputEvent	SelectionChanged 301 301

1644516059771	PolyGesture	InputEvent	SelectionChanged 0 0

1644516059773	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered  how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 0 529 529

1644516059779	PolyGesture	InputEvent	SelectionChanged 287 287

1644516059780	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered  how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 287 14 0

1644516059786	PolyGesture	InputEvent	SelectionChanged 287 287

1644516059794	PolyGesture	InputEvent	BeginBatchEdit

1644516059799	PolyGesture	InputEvent	BeginBatchEdit

1644516059799	PolyGesture	InputEvent	BeginBatchEdit

1644516059804	PolyGesture	InputEvent	BeginBatchEdit

1644516059807	PolyGesture	InputEvent	BeginBatchEdit

1644516059809	PolyGesture	InputEvent	BeginBatchEdit

1644516059813	PolyGesture	InputEvent	BeginBatchEdit

1644516060013	PolyGesture	InputEvent	BeginBatchEdit

1644516060544	PolyGesture	InputEvent	TouchEvent (cursorPosition=287): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=304.0, y[0]=713.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90254666, downTime=90254666, deviceId=6, source=0x1002, displayId=0 }
1644516060625	PolyGesture	InputEvent	TouchEvent (cursorPosition=287): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=304.0, y[0]=713.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90254757, downTime=90254666, deviceId=6, source=0x1002, displayId=0 }
1644516060636	PolyGesture	InputEvent	SelectionChanged 467 467

1644516060665	PolyGesture	InputEvent	BeginBatchEdit

1644516060690	PolyGesture	InputEvent	BeginBatchEdit

1644516060725	PolyGesture	InputEvent	TouchEvent (cursorPosition=467): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=285.0, y[0]=719.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90254847, downTime=90254847, deviceId=6, source=0x1002, displayId=0 }
1644516060739	PolyGesture	InputEvent	SelectionChanged 463 468

1644516060751	PolyGesture	InputEvent	BeginBatchEdit

1644516060754	PolyGesture	InputEvent	BeginBatchEdit

1644516060799	PolyGesture	InputEvent	TouchEvent (cursorPosition=463): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=285.0, y[0]=719.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90254931, downTime=90254847, deviceId=6, source=0x1002, displayId=0 }
1644516060989	PolyGesture	InputEvent	BeginBatchEdit

1644516061384	PolyGesture	InputEvent	TouchEvent (cursorPosition=463): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=302.0, y[0]=699.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90255504, downTime=90255504, deviceId=6, source=0x1002, displayId=0 }
1644516061456	PolyGesture	InputEvent	TouchEvent (cursorPosition=463): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=302.0, y[0]=699.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90255587, downTime=90255504, deviceId=6, source=0x1002, displayId=0 }
1644516061485	PolyGesture	InputEvent	SelectionChanged 424 424

1644516061514	PolyGesture	InputEvent	BeginBatchEdit

1644516061536	PolyGesture	InputEvent	BeginBatchEdit

1644516061745	PolyGesture	InputEvent	BeginBatchEdit

1644516061746	PolyGesture	InputEvent	BeginBatchEdit

1644516061764	PolyGesture	InputEvent	BeginBatchEdit

1644516062197	PolyGesture	InputEvent	TouchEvent (cursorPosition=424): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=291.0, y[0]=693.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90256321, downTime=90256321, deviceId=6, source=0x1002, displayId=0 }
1644516062299	PolyGesture	InputEvent	TouchEvent (cursorPosition=424): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=291.0, y[0]=693.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90256429, downTime=90256321, deviceId=6, source=0x1002, displayId=0 }
1644516062321	PolyGesture	InputEvent	SelectionChanged 423 423

1644516062338	PolyGesture	InputEvent	BeginBatchEdit

1644516062362	PolyGesture	InputEvent	TouchEvent (cursorPosition=423): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=287.0, y[0]=706.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90256488, downTime=90256488, deviceId=6, source=0x1002, displayId=0 }
1644516062374	PolyGesture	InputEvent	SelectionChanged 421 424

1644516062385	PolyGesture	InputEvent	BeginBatchEdit

1644516062386	PolyGesture	InputEvent	BeginBatchEdit

1644516062389	PolyGesture	InputEvent	BeginBatchEdit

1644516062433	PolyGesture	InputEvent	TouchEvent (cursorPosition=421): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=287.0, y[0]=706.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90256565, downTime=90256488, deviceId=6, source=0x1002, displayId=0 }
1644516062610	PolyGesture	InputEvent	BeginBatchEdit

1644516062611	PolyGesture	InputEvent	BeginBatchEdit

1644516062640	PolyGesture	InputEvent	BeginBatchEdit

1644516063014	PolyGesture	InputEvent	SelectionChanged 421 425

1644516063039	PolyGesture	InputEvent	BeginBatchEdit

1644516063041	PolyGesture	InputEvent	SelectionChanged 421 426

1644516063054	PolyGesture	InputEvent	SelectionChanged 421 427

1644516063073	PolyGesture	InputEvent	BeginBatchEdit

1644516063075	PolyGesture	InputEvent	SelectionChanged 421 428

1644516063084	PolyGesture	InputEvent	BeginBatchEdit

1644516063086	PolyGesture	InputEvent	SelectionChanged 421 429

1644516063097	PolyGesture	InputEvent	SelectionChanged 421 430

1644516063113	PolyGesture	InputEvent	SelectionChanged 421 431

1644516063127	PolyGesture	InputEvent	BeginBatchEdit

1644516063128	PolyGesture	InputEvent	BeginBatchEdit

1644516063134	PolyGesture	InputEvent	SelectionChanged 421 432

1644516063146	PolyGesture	InputEvent	SelectionChanged 421 433

1644516063162	PolyGesture	InputEvent	BeginBatchEdit

1644516063163	PolyGesture	InputEvent	BeginBatchEdit

1644516063175	PolyGesture	InputEvent	SelectionChanged 421 434

1644516063190	PolyGesture	InputEvent	BeginBatchEdit

1644516063191	PolyGesture	InputEvent	BeginBatchEdit

1644516063197	PolyGesture	InputEvent	SelectionChanged 421 435

1644516063220	PolyGesture	InputEvent	BeginBatchEdit

1644516063221	PolyGesture	InputEvent	BeginBatchEdit

1644516063224	PolyGesture	InputEvent	BeginBatchEdit

1644516063225	PolyGesture	InputEvent	BeginBatchEdit

1644516063229	PolyGesture	InputEvent	BeginBatchEdit

1644516063231	PolyGesture	InputEvent	SelectionChanged 421 436

1644516063241	PolyGesture	InputEvent	BeginBatchEdit

1644516063254	PolyGesture	InputEvent	BeginBatchEdit

1644516063456	PolyGesture	InputEvent	BeginBatchEdit

1644516063487	PolyGesture	InputEvent	SelectionChanged 421 435

1644516063498	PolyGesture	InputEvent	BeginBatchEdit

1644516063511	PolyGesture	InputEvent	BeginBatchEdit

1644516063531	PolyGesture	InputEvent	SelectionChanged 421 434

1644516063542	PolyGesture	InputEvent	BeginBatchEdit

1644516063555	PolyGesture	InputEvent	BeginBatchEdit

1644516063576	PolyGesture	InputEvent	SelectionChanged 421 433

1644516063587	PolyGesture	InputEvent	BeginBatchEdit

1644516063600	PolyGesture	InputEvent	BeginBatchEdit

1644516063800	PolyGesture	InputEvent	BeginBatchEdit

1644516063878	PolyGesture	InputEvent	SelectionChanged 421 434

1644516063891	PolyGesture	InputEvent	BeginBatchEdit

1644516063901	PolyGesture	InputEvent	BeginBatchEdit

1644516064101	PolyGesture	InputEvent	BeginBatchEdit

1644516066156	PolyGesture	InputEvent	BeginBatchEdit

1644516066180	PolyGesture	InputEvent	SelectionChanged 434 434

1644516066194	PolyGesture	InputEvent	SelectionChanged 0 0

1644516066196	PolyGesture	TaskCompleted	Cancella frase in 23"879 seconds (at 90260328, effective time: 23"598)

***************************************


1644516066204	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered  how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the  charm of the little village where he had been so often lately was that no one knew who he was.' 0 516 516

1644516066208	PolyGesture	InputEvent	SelectionChanged 421 421

1644516066208	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered  how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the  charm of the little village where he had been so often lately was that no one knew who he was.' 421 13 0

1644516066212	PolyGesture	InputEvent	SelectionChanged 421 421

1644516066220	PolyGesture	InputEvent	BeginBatchEdit

1644516066248	PolyGesture	InputEvent	BeginBatchEdit

1644516066249	PolyGesture	InputEvent	BeginBatchEdit

1644516066250	PolyGesture	InputEvent	BeginBatchEdit

1644516066252	PolyGesture	InputEvent	BeginBatchEdit

1644516066278	PolyGesture	InputEvent	BeginBatchEdit

1644516066280	PolyGesture	InputEvent	BeginBatchEdit

1644516066482	PolyGesture	InputEvent	BeginBatchEdit

1644516068625	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=90262754, downTime=90262754, deviceId=-1, source=0x101, displayId=0 }

1644516068628	PolyGesture	InputEvent	BeginBatchEdit

1644516068672	PolyGesture	InputEvent	WindowFocusChanged false

1644516068685	PolyGesture	InputEvent	BeginBatchEdit

1644516068686	PolyGesture	InputEvent	BeginBatchEdit

1644516070563	PolyGesture	InputEvent	SelectionChanged 0 0

1644516070564	PolyGesture	InputEvent	TextChanged '' 0 0 0

1644516070568	PolyGesture	InputEvent	SelectionChanged 0 0

1644516070569	PolyGesture	InputEvent	SelectionChanged 0 0

1644516070570	PolyGesture	TaskStarted	Cancella carattere

1644516070570	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not evXen put his silk scarf round his throat. As he stroXlled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to beX when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the litXtle village where he had been so often lately was that no one knew who he was.' 0 517 517

1644516070574	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not evXen put his silk scarf round his throat. As he stroXlled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to beX when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the litXtle village where he had been so often lately was that no one knew who he was.' 0 0 517

1644516070578	PolyGesture	InputEvent	SelectionChanged 517 517

1644516070588	PolyGesture	InputEvent	FocusChanged true 130 null

1644516070605	PolyGesture	InputEvent	WindowFocusChanged true

1644516070616	PolyGesture	InputEvent	BeginBatchEdit

1644516070616	PolyGesture	InputEvent	BeginBatchEdit

1644516071867	PolyGesture	InputEvent	TouchEvent (cursorPosition=517): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=702.0, y[0]=159.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90265974, downTime=90265974, deviceId=6, source=0x1002, displayId=0 }
1644516071927	PolyGesture	InputEvent	TouchEvent (cursorPosition=517): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=702.0, y[0]=159.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90266058, downTime=90265974, deviceId=6, source=0x1002, displayId=0 }
1644516071932	PolyGesture	InputEvent	SelectionChanged 81 81

1644516071946	PolyGesture	InputEvent	BeginBatchEdit

1644516071995	PolyGesture	InputEvent	BeginBatchEdit

1644516071995	PolyGesture	InputEvent	BeginBatchEdit

1644516071996	PolyGesture	InputEvent	BeginBatchEdit

1644516072004	PolyGesture	InputEvent	BeginBatchEdit

1644516072062	PolyGesture	InputEvent	BeginBatchEdit

1644516072073	PolyGesture	InputEvent	BeginBatchEdit

1644516072106	PolyGesture	InputEvent	BeginBatchEdit

1644516072107	PolyGesture	InputEvent	BeginBatchEdit

1644516072108	PolyGesture	InputEvent	BeginBatchEdit

1644516072132	PolyGesture	InputEvent	BeginBatchEdit

1644516072298	PolyGesture	InputEvent	BeginBatchEdit

1644516072302	PolyGesture	InputEvent	BeginBatchEdit

1644516073523	PolyGesture	InputEvent	SelectionChanged 82 82

1644516073537	PolyGesture	InputEvent	BeginBatchEdit

1644516073548	PolyGesture	InputEvent	BeginBatchEdit

1644516073749	PolyGesture	InputEvent	BeginBatchEdit

1644516073751	PolyGesture	InputEvent	BeginBatchEdit

1644516074685	PolyGesture	InputEvent	BeginBatchEdit

1644516074709	PolyGesture	InputEvent	SelectionChanged 0 0

1644516074711	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he stroXlled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to beX when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the litXtle village where he had been so often lately was that no one knew who he was.' 0 516 516

1644516074717	PolyGesture	InputEvent	SelectionChanged 81 81

1644516074718	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he stroXlled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to beX when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the litXtle village where he had been so often lately was that no one knew who he was.' 81 1 0
