1647345523803	PolyGesture	ExperimentStarted	Raffaele bis
1647345564712	PolyGesture	InputEvent	TouchEvent (cursorPosition=441): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=151.0, y[0]=432.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427232928, downTime=427232449, deviceId=6, source=0x1002, displayId=0 }
1647345564878	PolyGesture	InputEvent	BeginBatchEdit

1647345565920	PolyGesture	InputEvent	BeginBatchEdit

1647345565951	PolyGesture	InputEvent	SelectionChanged 447 447

1647345565966	PolyGesture	InputEvent	SelectionChanged 0 0

1647345565968	PolyGesture	TaskCompleted	Cancella parola in 11"102 seconds (at 427234184, effective time: 9"763)

***************************************


1647345565982	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf  round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little  village where he had been so often lately was that no one knew who he was.' 0 516 516

1647345565988	PolyGesture	InputEvent	SelectionChanged 441 441

1647345565989	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf  round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little  village where he had been so often lately was that no one knew who he was.' 441 6 0

1647345565995	PolyGesture	InputEvent	SelectionChanged 441 441

1647345566007	PolyGesture	InputEvent	BeginBatchEdit

1647345566044	PolyGesture	InputEvent	BeginBatchEdit

1647345566045	PolyGesture	InputEvent	BeginBatchEdit

1647345566045	PolyGesture	InputEvent	BeginBatchEdit

1647345566048	PolyGesture	InputEvent	BeginBatchEdit

1647345566051	PolyGesture	InputEvent	BeginBatchEdit

1647345566054	PolyGesture	InputEvent	BeginBatchEdit

1647345566254	PolyGesture	InputEvent	BeginBatchEdit

1647345567762	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=427235973, downTime=427235973, deviceId=-1, source=0x101, displayId=0 }

1647345567765	PolyGesture	InputEvent	BeginBatchEdit

1647345567841	PolyGesture	InputEvent	WindowFocusChanged false

1647345567855	PolyGesture	InputEvent	BeginBatchEdit

1647345567857	PolyGesture	InputEvent	BeginBatchEdit

1647345569105	PolyGesture	InputEvent	SelectionChanged 0 0

1647345569106	PolyGesture	InputEvent	TextChanged '' 0 0 0

1647345569110	PolyGesture	InputEvent	SelectionChanged 0 0

1647345569111	PolyGesture	InputEvent	SelectionChanged 0 0

1647345569111	PolyGesture	TaskStarted	Cancella frase

1647345569112	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he XXXXX XXXXX strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered XXXX XXXXXXXX how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 0 553 553

1647345569116	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he XXXXX XXXXX strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered XXXX XXXXXXXX how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 0 0 553

1647345569119	PolyGesture	InputEvent	SelectionChanged 553 553

1647345569131	PolyGesture	InputEvent	FocusChanged true 130 null

1647345569154	PolyGesture	InputEvent	WindowFocusChanged true

1647345569162	PolyGesture	InputEvent	BeginBatchEdit

1647345569162	PolyGesture	InputEvent	BeginBatchEdit

1647345570346	PolyGesture	InputEvent	TouchEvent (cursorPosition=553): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=322.0, y[0]=231.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427238550, downTime=427238550, deviceId=6, source=0x1002, displayId=0 }
1647345570653	PolyGesture	InputEvent	SelectionChanged 133 138

1647345570983	PolyGesture	InputEvent	TouchEvent (cursorPosition=133): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=322.0, y[0]=231.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427239199, downTime=427238550, deviceId=6, source=0x1002, displayId=0 }
1647345571073	PolyGesture	InputEvent	BeginBatchEdit

1647345571210	PolyGesture	InputEvent	BeginBatchEdit

1647345571211	PolyGesture	InputEvent	BeginBatchEdit

1647345572110	PolyGesture	InputEvent	SelectionChanged 132 138

1647345572128	PolyGesture	InputEvent	BeginBatchEdit

1647345572130	PolyGesture	InputEvent	SelectionChanged 131 138

1647345572148	PolyGesture	InputEvent	SelectionChanged 130 138

1647345572167	PolyGesture	InputEvent	SelectionChanged 129 138

1647345572184	PolyGesture	InputEvent	BeginBatchEdit

1647345572191	PolyGesture	InputEvent	BeginBatchEdit

1647345572197	PolyGesture	InputEvent	BeginBatchEdit

1647345572199	PolyGesture	InputEvent	SelectionChanged 128 138

1647345572210	PolyGesture	InputEvent	BeginBatchEdit

1647345572223	PolyGesture	InputEvent	BeginBatchEdit

1647345572254	PolyGesture	InputEvent	SelectionChanged 127 138

1647345572267	PolyGesture	InputEvent	BeginBatchEdit

1647345572278	PolyGesture	InputEvent	BeginBatchEdit

1647345572310	PolyGesture	InputEvent	SelectionChanged 126 138

1647345572323	PolyGesture	InputEvent	BeginBatchEdit

1647345572334	PolyGesture	InputEvent	BeginBatchEdit

1647345572535	PolyGesture	InputEvent	BeginBatchEdit

1647345573169	PolyGesture	InputEvent	SelectionChanged 127 138

1647345573185	PolyGesture	InputEvent	BeginBatchEdit

1647345573196	PolyGesture	InputEvent	BeginBatchEdit

1647345573397	PolyGesture	InputEvent	BeginBatchEdit

1647345578397	PolyGesture	InputEvent	BeginBatchEdit

1647345578428	PolyGesture	InputEvent	SelectionChanged 138 138

1647345578443	PolyGesture	InputEvent	SelectionChanged 0 0

1647345578446	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered XXXX XXXXXXXX how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 0 542 542

1647345578454	PolyGesture	InputEvent	SelectionChanged 127 127

1647345578455	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered XXXX XXXXXXXX how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 127 11 0

1647345578459	PolyGesture	InputEvent	SelectionChanged 127 127

1647345578474	PolyGesture	InputEvent	BeginBatchEdit

1647345578482	PolyGesture	InputEvent	BeginBatchEdit

1647345578484	PolyGesture	InputEvent	BeginBatchEdit

1647345578492	PolyGesture	InputEvent	BeginBatchEdit

1647345578496	PolyGesture	InputEvent	BeginBatchEdit

1647345578496	PolyGesture	InputEvent	BeginBatchEdit

1647345578502	PolyGesture	InputEvent	BeginBatchEdit

1647345578703	PolyGesture	InputEvent	BeginBatchEdit

1647345579690	PolyGesture	InputEvent	TouchEvent (cursorPosition=127): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=439.0, y[0]=362.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427247896, downTime=427247896, deviceId=6, source=0x1002, displayId=0 }
1647345579996	PolyGesture	InputEvent	SelectionChanged 292 300

1647345580013	PolyGesture	InputEvent	BeginBatchEdit

1647345580016	PolyGesture	InputEvent	BeginBatchEdit

1647345580216	PolyGesture	InputEvent	BeginBatchEdit

1647345580285	PolyGesture	InputEvent	TouchEvent (cursorPosition=292): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=439.0, y[0]=362.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427248500, downTime=427247896, deviceId=6, source=0x1002, displayId=0 }
1647345580700	PolyGesture	InputEvent	SelectionChanged 287 300

1647345580723	PolyGesture	InputEvent	BeginBatchEdit

1647345580874	PolyGesture	InputEvent	BeginBatchEdit

1647345581017	PolyGesture	InputEvent	BeginBatchEdit

1647345582453	PolyGesture	InputEvent	KeyDown 67 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DEL, scanCode=0, metaState=0, flags=0x6, repeatCount=0, eventTime=427250668, downTime=427250668, deviceId=-1, source=0x101, displayId=-1 }

1647345582456	PolyGesture	InputEvent	BeginBatchEdit

1647345582495	PolyGesture	InputEvent	SelectionChanged 0 0

1647345582498	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered  how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 0 529 529

1647345582505	PolyGesture	InputEvent	SelectionChanged 287 287

1647345582506	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered  how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 287 13 0

1647345582510	PolyGesture	InputEvent	SelectionChanged 287 287

1647345582521	PolyGesture	InputEvent	BeginBatchEdit

1647345582528	PolyGesture	InputEvent	BeginBatchEdit

1647345582528	PolyGesture	InputEvent	BeginBatchEdit

1647345583421	PolyGesture	InputEvent	TouchEvent (cursorPosition=287): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=343.0, y[0]=483.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427251626, downTime=427251626, deviceId=6, source=0x1002, displayId=0 }
1647345583728	PolyGesture	InputEvent	SelectionChanged 425 428

1647345583750	PolyGesture	InputEvent	BeginBatchEdit

1647345583753	PolyGesture	InputEvent	BeginBatchEdit

1647345583954	PolyGesture	InputEvent	BeginBatchEdit

1647345584060	PolyGesture	InputEvent	TouchEvent (cursorPosition=425): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=343.0, y[0]=483.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427252275, downTime=427251626, deviceId=6, source=0x1002, displayId=0 }
1647345585160	PolyGesture	InputEvent	SelectionChanged 424 428

1647345585175	PolyGesture	InputEvent	BeginBatchEdit

1647345585186	PolyGesture	InputEvent	BeginBatchEdit

1647345585215	PolyGesture	InputEvent	SelectionChanged 423 428

1647345585228	PolyGesture	InputEvent	BeginBatchEdit

1647345585239	PolyGesture	InputEvent	BeginBatchEdit

1647345585428	PolyGesture	InputEvent	SelectionChanged 422 428

1647345585443	PolyGesture	InputEvent	BeginBatchEdit

1647345585454	PolyGesture	InputEvent	BeginBatchEdit

1647345585656	PolyGesture	InputEvent	BeginBatchEdit

1647345586207	PolyGesture	InputEvent	SelectionChanged 421 428

1647345586221	PolyGesture	InputEvent	BeginBatchEdit

1647345586232	PolyGesture	InputEvent	BeginBatchEdit

1647345586433	PolyGesture	InputEvent	BeginBatchEdit

1647345587599	PolyGesture	InputEvent	SelectionChanged 421 429

1647345587612	PolyGesture	InputEvent	BeginBatchEdit

1647345587621	PolyGesture	InputEvent	SelectionChanged 421 430

1647345587637	PolyGesture	InputEvent	BeginBatchEdit

1647345587644	PolyGesture	InputEvent	BeginBatchEdit

1647345587647	PolyGesture	InputEvent	BeginBatchEdit

1647345587676	PolyGesture	InputEvent	SelectionChanged 421 431

1647345587688	PolyGesture	InputEvent	BeginBatchEdit

1647345587700	PolyGesture	InputEvent	BeginBatchEdit

1647345587767	PolyGesture	InputEvent	SelectionChanged 421 432

1647345587781	PolyGesture	InputEvent	BeginBatchEdit

1647345587792	PolyGesture	InputEvent	BeginBatchEdit

1647345587956	PolyGesture	InputEvent	SelectionChanged 421 433

1647345587973	PolyGesture	InputEvent	BeginBatchEdit

1647345587983	PolyGesture	InputEvent	BeginBatchEdit

1647345588145	PolyGesture	InputEvent	SelectionChanged 421 434

1647345588163	PolyGesture	InputEvent	BeginBatchEdit

1647345588174	PolyGesture	InputEvent	BeginBatchEdit

1647345588374	PolyGesture	InputEvent	BeginBatchEdit

1647345589866	PolyGesture	InputEvent	BeginBatchEdit

1647345589892	PolyGesture	InputEvent	SelectionChanged 434 434

1647345589907	PolyGesture	InputEvent	SelectionChanged 0 0

1647345589910	PolyGesture	TaskCompleted	Cancella frase in 20"798 seconds (at 427258126, effective time: 19"576)

***************************************


1647345589921	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered  how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the  charm of the little village where he had been so often lately was that no one knew who he was.' 0 516 516

1647345589926	PolyGesture	InputEvent	SelectionChanged 421 421

1647345589927	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
