1643970999411	PolyGesture	ExperimentStarted	Francesca
1643971035957	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf  round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little  village where he had been so often lately was that no one knew who he was.' 0 516 516

1643971035962	PolyGesture	InputEvent	SelectionChanged 441 441

1643971035962	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf  round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little  village where he had been so often lately was that no one knew who he was.' 441 6 0

1643971035966	PolyGesture	InputEvent	SelectionChanged 441 441

1643971035980	PolyGesture	InputEvent	BeginBatchEdit

1643971036013	PolyGesture	InputEvent	BeginBatchEdit

1643971036013	PolyGesture	InputEvent	BeginBatchEdit

1643971036014	PolyGesture	InputEvent	BeginBatchEdit

1643971036018	PolyGesture	InputEvent	BeginBatchEdit

1643971036018	PolyGesture	InputEvent	BeginBatchEdit

1643971036021	PolyGesture	InputEvent	BeginBatchEdit

1643971036222	PolyGesture	InputEvent	BeginBatchEdit

1643971036997	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=82240774, downTime=82240774, deviceId=-1, source=0x101, displayId=0 }

1643971037000	PolyGesture	InputEvent	BeginBatchEdit

1643971037070	PolyGesture	InputEvent	WindowFocusChanged false

1643971037085	PolyGesture	InputEvent	BeginBatchEdit

1643971037086	PolyGesture	InputEvent	BeginBatchEdit

1643971038250	PolyGesture	InputEvent	SelectionChanged 0 0

1643971038250	PolyGesture	InputEvent	TextChanged '' 0 0 0

1643971038300	PolyGesture	InputEvent	SelectionChanged 0 0

1643971038301	PolyGesture	InputEvent	SelectionChanged 0 0

1643971038301	PolyGesture	TaskStarted	Cancella frase

1643971038302	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he XXXXX XXXXX strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered XXXX XXXXXXXX how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 0 553 553

1643971038305	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he XXXXX XXXXX strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered XXXX XXXXXXXX how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 0 0 553

1643971038307	PolyGesture	InputEvent	SelectionChanged 553 553

1643971038319	PolyGesture	InputEvent	FocusChanged true 130 null

1643971038342	PolyGesture	InputEvent	WindowFocusChanged true

1643971039299	PolyGesture	InputEvent	TouchEvent (cursorPosition=553): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=609.0, y[0]=343.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82243065, downTime=82243065, deviceId=6, source=0x1002, displayId=0 }
1643971039340	PolyGesture	InputEvent	TouchEvent (cursorPosition=553): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=609.0, y[0]=343.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82243121, downTime=82243065, deviceId=6, source=0x1002, displayId=0 }
1643971039351	PolyGesture	InputEvent	SelectionChanged 137 137

1643971039380	PolyGesture	InputEvent	BeginBatchEdit

1643971039381	PolyGesture	InputEvent	BeginBatchEdit

1643971039391	PolyGesture	InputEvent	BeginBatchEdit

1643971039397	PolyGesture	InputEvent	BeginBatchEdit

1643971039605	PolyGesture	InputEvent	BeginBatchEdit

1643971039607	PolyGesture	InputEvent	BeginBatchEdit

1643971039641	PolyGesture	InputEvent	BeginBatchEdit

1643971040929	PolyGesture	InputEvent	SelectionChanged 138 138

1643971040950	PolyGesture	InputEvent	BeginBatchEdit

1643971040954	PolyGesture	InputEvent	BeginBatchEdit

1643971041156	PolyGesture	InputEvent	BeginBatchEdit

1643971041157	PolyGesture	InputEvent	BeginBatchEdit

1643971041830	PolyGesture	InputEvent	TouchEvent (cursorPosition=138): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=230.0, y[0]=346.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82245602, downTime=82245602, deviceId=6, source=0x1002, displayId=0 }
1643971041876	PolyGesture	InputEvent	TouchEvent (cursorPosition=138): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=230.0, y[0]=346.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82245657, downTime=82245602, deviceId=6, source=0x1002, displayId=0 }
1643971041896	PolyGesture	InputEvent	SelectionChanged 127 127

1643971041899	PolyGesture	InputEvent	SelectionChanged 138 127

1643971041915	PolyGesture	InputEvent	BeginBatchEdit

1643971041918	PolyGesture	InputEvent	BeginBatchEdit

1643971041919	PolyGesture	InputEvent	BeginBatchEdit

1643971041920	PolyGesture	InputEvent	BeginBatchEdit

1643971042121	PolyGesture	InputEvent	BeginBatchEdit

1643971042122	PolyGesture	InputEvent	BeginBatchEdit

1643971042150	PolyGesture	InputEvent	BeginBatchEdit

1643971042645	PolyGesture	InputEvent	SelectionChanged 138 126

1643971042672	PolyGesture	InputEvent	BeginBatchEdit

1643971042676	PolyGesture	InputEvent	BeginBatchEdit

1643971042880	PolyGesture	InputEvent	BeginBatchEdit

1643971043729	PolyGesture	InputEvent	BeginBatchEdit

1643971043731	PolyGesture	InputEvent	SelectionChanged 138 138

1643971043742	PolyGesture	InputEvent	SelectionChanged 0 0

1643971043744	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered XXXX XXXXXXXX how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 0 541 541

1643971043749	PolyGesture	InputEvent	SelectionChanged 126 126

1643971043750	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered XXXX XXXXXXXX how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 126 12 0

1643971043755	PolyGesture	InputEvent	SelectionChanged 126 126

1643971043786	PolyGesture	InputEvent	BeginBatchEdit

1643971043788	PolyGesture	InputEvent	BeginBatchEdit

1643971043788	PolyGesture	InputEvent	BeginBatchEdit

1643971043805	PolyGesture	InputEvent	BeginBatchEdit

1643971043806	PolyGesture	InputEvent	BeginBatchEdit

1643971043807	PolyGesture	InputEvent	BeginBatchEdit

1643971043807	PolyGesture	InputEvent	BeginBatchEdit

1643971043808	PolyGesture	InputEvent	BeginBatchEdit

1643971043830	PolyGesture	InputEvent	BeginBatchEdit

1643971043832	PolyGesture	InputEvent	BeginBatchEdit

1643971043834	PolyGesture	InputEvent	BeginBatchEdit

1643971043834	PolyGesture	InputEvent	BeginBatchEdit

1643971043835	PolyGesture	InputEvent	BeginBatchEdit

1643971043836	PolyGesture	InputEvent	BeginBatchEdit

1643971043850	PolyGesture	InputEvent	BeginBatchEdit

1643971043850	PolyGesture	InputEvent	BeginBatchEdit

1643971043855	PolyGesture	InputEvent	BeginBatchEdit

1643971043855	PolyGesture	InputEvent	BeginBatchEdit

1643971043875	PolyGesture	InputEvent	BeginBatchEdit

1643971043875	PolyGesture	InputEvent	BeginBatchEdit

1643971044060	PolyGesture	InputEvent	BeginBatchEdit

1643971044061	PolyGesture	InputEvent	BeginBatchEdit

1643971044281	PolyGesture	InputEvent	TouchEvent (cursorPosition=126): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=266.0, y[0]=765.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82248053, downTime=82248053, deviceId=6, source=0x1002, displayId=0 }
1643971044327	PolyGesture	InputEvent	TouchEvent (cursorPosition=126): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=260.0, y[0]=751.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82248107, downTime=82248053, deviceId=6, source=0x1002, displayId=0 }
1643971044339	PolyGesture	InputEvent	TouchEvent (cursorPosition=126): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=253.50008, y[0]=733.6669, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=82248115, downTime=82248053, deviceId=6, source=0x1002, displayId=0 }
1643971044350	PolyGesture	InputEvent	TouchEvent (cursorPosition=126): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=244.39526, y[0]=703.7439, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=82248126, downTime=82248053, deviceId=6, source=0x1002, displayId=0 }
1643971044361	PolyGesture	InputEvent	TouchEvent (cursorPosition=126): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=236.42168, y[0]=678.2651, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=82248137, downTime=82248053, deviceId=6, source=0x1002, displayId=0 }
1643971044372	PolyGesture	InputEvent	TouchEvent (cursorPosition=126): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=228.48523, y[0]=655.35864, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=82248148, downTime=82248053, deviceId=6, source=0x1002, displayId=0 }
1643971044383	PolyGesture	InputEvent	TouchEvent (cursorPosition=126): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=221.37244, y[0]=634.57477, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=82248159, downTime=82248053, deviceId=6, source=0x1002, displayId=0 }
1643971044394	PolyGesture	InputEvent	TouchEvent (cursorPosition=126): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=218.91069, y[0]=624.55347, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=82248170, downTime=82248053, deviceId=6, source=0x1002, displayId=0 }
1643971044405	PolyGesture	InputEvent	TouchEvent (cursorPosition=126): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=217.27672, y[0]=620.55347, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=82248181, downTime=82248053, deviceId=6, source=0x1002, displayId=0 }
1643971044416	PolyGesture	InputEvent	TouchEvent (cursorPosition=126): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=216.68712, y[0]=617.68713, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=82248193, downTime=82248053, deviceId=6, source=0x1002, displayId=0 }
1643971044428	PolyGesture	InputEvent	TouchEvent (cursorPosition=126): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=215.5, y[0]=616.5, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=82248200, downTime=82248053, deviceId=6, source=0x1002, displayId=0 }
1643971044450	PolyGesture	InputEvent	TouchEvent (cursorPosition=126): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=215.0, y[0]=617.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82248225, downTime=82248053, deviceId=6, source=0x1002, displayId=0 }
1643971044461	PolyGesture	InputEvent	TouchEvent (cursorPosition=126): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=212.56221, y[0]=621.1567, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=82248237, downTime=82248053, deviceId=6, source=0x1002, displayId=0 }
1643971044472	PolyGesture	InputEvent	TouchEvent (cursorPosition=126): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=204.82243, y[0]=635.6662, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=82248248, downTime=82248053, deviceId=6, source=0x1002, displayId=0 }
1643971044483	PolyGesture	InputEvent	TouchEvent (cursorPosition=126): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=196.40608, y[0]=661.2741, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=82248259, downTime=82248053, deviceId=6, source=0x1002, displayId=0 }
1643971044495	PolyGesture	InputEvent	TouchEvent (cursorPosition=126): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=191.35497, y[0]=691.9669, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=82248271, downTime=82248053, deviceId=6, source=0x1002, displayId=0 }
1643971044506	PolyGesture	InputEvent	TouchEvent (cursorPosition=126): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=185.62032, y[0]=725.08826, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=82248282, downTime=82248053, deviceId=6, source=0x1002, displayId=0 }
1643971044517	PolyGesture	InputEvent	TouchEvent (cursorPosition=126): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=180.80919, y[0]=758.33563, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=82248293, downTime=82248053, deviceId=6, source=0x1002, displayId=0 }
