1644484706598	PolyGesture	ExperimentStarted	Grazia
***************************************


1644484729427	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf  round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little  village where he had been so often lately was that no one knew who he was.' 0 516 516

1644484729431	PolyGesture	InputEvent	SelectionChanged 441 441

1644484729432	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf  round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little  village where he had been so often lately was that no one knew who he was.' 441 6 0

1644484729436	PolyGesture	InputEvent	SelectionChanged 441 441

1644484729449	PolyGesture	InputEvent	BeginBatchEdit

1644484729487	PolyGesture	InputEvent	BeginBatchEdit

1644484729488	PolyGesture	InputEvent	BeginBatchEdit

1644484729488	PolyGesture	InputEvent	BeginBatchEdit

1644484729491	PolyGesture	InputEvent	BeginBatchEdit

1644484729493	PolyGesture	InputEvent	BeginBatchEdit

1644484729496	PolyGesture	InputEvent	BeginBatchEdit

1644484729697	PolyGesture	InputEvent	BeginBatchEdit

1644484729913	PolyGesture	InputEvent	TouchEvent (cursorPosition=441): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=0.0, y[0]=671.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60418109, downTime=60418109, deviceId=6, source=0x1002, displayId=0 }
1644484729925	PolyGesture	InputEvent	TouchEvent (cursorPosition=441): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=11.796333, y[0]=666.6624, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=60418118, downTime=60418109, deviceId=6, source=0x1002, displayId=0 }
1644484729938	PolyGesture	InputEvent	TouchEvent (cursorPosition=441): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=39.189835, y[0]=659.55835, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=60418131, downTime=60418109, deviceId=6, source=0x1002, displayId=0 }
1644484729943	PolyGesture	InputEvent	SelectionChanged 500 500

1644484730001	PolyGesture	InputEvent	BeginBatchEdit

1644484730003	PolyGesture	InputEvent	TouchEvent (cursorPosition=500): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=273.50214, y[0]=686.25104, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=8, eventTime=60418187, downTime=60418109, deviceId=6, source=0x1002, displayId=0 }
1644484730006	PolyGesture	InputEvent	SelectionChanged 509 509

1644484730056	PolyGesture	InputEvent	TouchEvent (cursorPosition=509): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=459.0, y[0]=771.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=60418213, downTime=60418109, deviceId=6, source=0x1002, displayId=0 }
1644484730061	PolyGesture	InputEvent	SelectionChanged 516 516

1644484730065	PolyGesture	InputEvent	TouchEvent (cursorPosition=516): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=459.0, y[0]=771.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60418220, downTime=60418109, deviceId=6, source=0x1002, displayId=0 }
1644484730082	PolyGesture	InputEvent	BeginBatchEdit

1644484730083	PolyGesture	InputEvent	BeginBatchEdit

1644484730085	PolyGesture	InputEvent	BeginBatchEdit

1644484730268	PolyGesture	InputEvent	TouchEvent (cursorPosition=516): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=0.0, y[0]=588.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60418464, downTime=60418464, deviceId=6, source=0x1002, displayId=0 }
1644484730278	PolyGesture	InputEvent	SelectionChanged 456 458

1644484730286	PolyGesture	InputEvent	TouchEvent (cursorPosition=456): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=42.152824, y[0]=599.1865, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=60418477, downTime=60418464, deviceId=6, source=0x1002, displayId=0 }
1644484730289	PolyGesture	InputEvent	SelectionChanged 458 456

1644484730298	PolyGesture	InputEvent	BeginBatchEdit

1644484730299	PolyGesture	InputEvent	TouchEvent (cursorPosition=458): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=109.88738, y[0]=619.0334, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=60418488, downTime=60418464, deviceId=6, source=0x1002, displayId=0 }
1644484730302	PolyGesture	InputEvent	SelectionChanged 456 462

1644484730310	PolyGesture	InputEvent	TouchEvent (cursorPosition=456): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=181.20801, y[0]=641.203, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=60418499, downTime=60418464, deviceId=6, source=0x1002, displayId=0 }
1644484730314	PolyGesture	InputEvent	BeginBatchEdit

1644484730314	PolyGesture	InputEvent	BeginBatchEdit

1644484730316	PolyGesture	InputEvent	TouchEvent (cursorPosition=456): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=224.53647, y[0]=658.5414, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=60418510, downTime=60418464, deviceId=6, source=0x1002, displayId=0 }
1644484730319	PolyGesture	InputEvent	SelectionChanged 456 467

1644484730326	PolyGesture	InputEvent	BeginBatchEdit

1644484730327	PolyGesture	InputEvent	BeginBatchEdit

1644484730328	PolyGesture	InputEvent	TouchEvent (cursorPosition=456): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=255.46497, y[0]=675.5557, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=60418521, downTime=60418464, deviceId=6, source=0x1002, displayId=0 }
1644484730332	PolyGesture	InputEvent	BeginBatchEdit

1644484730332	PolyGesture	InputEvent	BeginBatchEdit

1644484730334	PolyGesture	InputEvent	BeginBatchEdit

1644484730338	PolyGesture	InputEvent	TouchEvent (cursorPosition=456): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=286.80203, y[0]=692.79114, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=60418532, downTime=60418464, deviceId=6, source=0x1002, displayId=0 }
1644484730350	PolyGesture	InputEvent	TouchEvent (cursorPosition=456): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=321.7653, y[0]=708.4401, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=60418543, downTime=60418464, deviceId=6, source=0x1002, displayId=0 }
1644484730357	PolyGesture	InputEvent	SelectionChanged 456 511

1644484730370	PolyGesture	InputEvent	BeginBatchEdit

1644484730371	PolyGesture	InputEvent	TouchEvent (cursorPosition=456): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=363.93457, y[0]=721.9107, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=60418555, downTime=60418464, deviceId=6, source=0x1002, displayId=0 }
1644484730375	PolyGesture	InputEvent	SelectionChanged 456 515

1644484730376	PolyGesture	InputEvent	TouchEvent (cursorPosition=456): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=361.0, y[0]=721.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60418573, downTime=60418464, deviceId=6, source=0x1002, displayId=0 }
1644484730395	PolyGesture	InputEvent	BeginBatchEdit

1644484730395	PolyGesture	InputEvent	BeginBatchEdit

1644484730398	PolyGesture	InputEvent	BeginBatchEdit

1644484730641	PolyGesture	InputEvent	BeginBatchEdit

1644484731791	PolyGesture	InputEvent	SelectionChanged 447 447

1644484731806	PolyGesture	InputEvent	BeginBatchEdit

1644484731808	PolyGesture	InputEvent	BeginBatchEdit

1644484732011	PolyGesture	InputEvent	BeginBatchEdit

1644484732017	PolyGesture	InputEvent	BeginBatchEdit

1644484732032	PolyGesture	InputEvent	BeginBatchEdit

1644484732268	PolyGesture	InputEvent	BeginBatchEdit

1644484732283	PolyGesture	InputEvent	BeginBatchEdit

1644484732762	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=60420956, downTime=60420956, deviceId=-1, source=0x101, displayId=0 }

1644484732765	PolyGesture	InputEvent	BeginBatchEdit

1644484732814	PolyGesture	InputEvent	WindowFocusChanged false

1644484732855	PolyGesture	InputEvent	BeginBatchEdit

1644484732855	PolyGesture	InputEvent	BeginBatchEdit

1644484733617	PolyGesture	InputEvent	SelectionChanged 0 0

1644484733618	PolyGesture	InputEvent	TextChanged '' 0 0 0

1644484733704	PolyGesture	InputEvent	SelectionChanged 0 0

1644484733705	PolyGesture	InputEvent	SelectionChanged 0 0

1644484733706	PolyGesture	TaskStarted	Cancella frase

1644484733706	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he XXXXX XXXXX strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered XXXX XXXXXXXX how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 0 553 553

1644484733710	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he XXXXX XXXXX strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered XXXX XXXXXXXX how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 0 0 553

1644484733714	PolyGesture	InputEvent	SelectionChanged 553 553

1644484733736	PolyGesture	InputEvent	FocusChanged true 130 null

1644484733763	PolyGesture	InputEvent	WindowFocusChanged true

1644484734545	PolyGesture	InputEvent	TouchEvent (cursorPosition=553): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=493.0, y[0]=195.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60422727, downTime=60422727, deviceId=6, source=0x1002, displayId=0 }
1644484734578	PolyGesture	InputEvent	TouchEvent (cursorPosition=553): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=493.0, y[0]=195.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60422777, downTime=60422727, deviceId=6, source=0x1002, displayId=0 }
1644484734591	PolyGesture	InputEvent	SelectionChanged 139 139

1644484734624	PolyGesture	InputEvent	BeginBatchEdit

1644484734625	PolyGesture	InputEvent	BeginBatchEdit

1644484734641	PolyGesture	InputEvent	BeginBatchEdit

1644484734654	PolyGesture	InputEvent	BeginBatchEdit

1644484734861	PolyGesture	InputEvent	BeginBatchEdit

1644484734863	PolyGesture	InputEvent	BeginBatchEdit

1644484734889	PolyGesture	InputEvent	BeginBatchEdit

1644484735409	PolyGesture	InputEvent	SelectionChanged 138 138

1644484735435	PolyGesture	InputEvent	BeginBatchEdit

1644484735452	PolyGesture	InputEvent	BeginBatchEdit

1644484735656	PolyGesture	InputEvent	BeginBatchEdit

1644484735660	PolyGesture	InputEvent	BeginBatchEdit

1644484735683	PolyGesture	InputEvent	BeginBatchEdit

1644484736121	PolyGesture	InputEvent	TouchEvent (cursorPosition=138): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=191.0, y[0]=193.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60424310, downTime=60424310, deviceId=6, source=0x1002, displayId=0 }
1644484736162	PolyGesture	InputEvent	TouchEvent (cursorPosition=138): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=191.0, y[0]=193.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60424361, downTime=60424310, deviceId=6, source=0x1002, displayId=0 }
1644484736180	PolyGesture	InputEvent	SelectionChanged 127 127

1644484736186	PolyGesture	InputEvent	SelectionChanged 138 127

1644484736205	PolyGesture	InputEvent	BeginBatchEdit

1644484736207	PolyGesture	InputEvent	BeginBatchEdit

1644484736207	PolyGesture	InputEvent	BeginBatchEdit

1644484736209	PolyGesture	InputEvent	BeginBatchEdit

1644484736410	PolyGesture	InputEvent	BeginBatchEdit

1644484736413	PolyGesture	InputEvent	BeginBatchEdit

1644484736436	PolyGesture	InputEvent	BeginBatchEdit

1644484737458	PolyGesture	InputEvent	BeginBatchEdit

1644484737459	PolyGesture	InputEvent	SelectionChanged 138 138

1644484737470	PolyGesture	InputEvent	SelectionChanged 0 0

1644484737475	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered XXXX XXXXXXXX how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 0 542 542

1644484737480	PolyGesture	InputEvent	SelectionChanged 127 127

1644484737481	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered XXXX XXXXXXXX how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 127 11 0
