1647340305115	PolyGesture	ExperimentStarted	Silvia
1647340354319	PolyGesture	InputEvent	BeginBatchEdit

1647340354325	PolyGesture	InputEvent	BeginBatchEdit

1647340354327	PolyGesture	InputEvent	BeginBatchEdit

1647340354330	PolyGesture	InputEvent	BeginBatchEdit

1647340354532	PolyGesture	InputEvent	BeginBatchEdit

1647340355463	PolyGesture	InputEvent	SelectionChanged 445 445

1647340355479	PolyGesture	InputEvent	BeginBatchEdit

1647340355483	PolyGesture	InputEvent	BeginBatchEdit

1647340355685	PolyGesture	InputEvent	BeginBatchEdit

1647340360851	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=422350047, downTime=422350047, deviceId=-1, source=0x101, displayId=0 }

1647340360854	PolyGesture	InputEvent	BeginBatchEdit

1647340360912	PolyGesture	InputEvent	WindowFocusChanged false

1647340360938	PolyGesture	InputEvent	BeginBatchEdit

1647340360939	PolyGesture	InputEvent	BeginBatchEdit

1647340373616	PolyGesture	InputEvent	SelectionChanged 0 0

1647340373617	PolyGesture	InputEvent	TextChanged '' 0 0 0

1647340373667	PolyGesture	InputEvent	SelectionChanged 0 0

1647340373668	PolyGesture	InputEvent	SelectionChanged 0 0

1647340373669	PolyGesture	TaskStarted	Cancella frase

1647340373670	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he XXXXX XXXXX strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered XXXX XXXXXXXX how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 0 553 553

1647340373675	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he XXXXX XXXXX strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered XXXX XXXXXXXX how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 0 0 553

1647340373678	PolyGesture	InputEvent	SelectionChanged 553 553

1647340373691	PolyGesture	InputEvent	FocusChanged true 130 null

1647340373714	PolyGesture	InputEvent	WindowFocusChanged true

1647340380746	PolyGesture	InputEvent	TouchEvent (cursorPosition=553): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=406.0, y[0]=155.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422369936, downTime=422369936, deviceId=6, source=0x1002, displayId=0 }
1647340380818	PolyGesture	InputEvent	TouchEvent (cursorPosition=553): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=406.0, y[0]=155.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422370018, downTime=422369936, deviceId=6, source=0x1002, displayId=0 }
1647340380826	PolyGesture	InputEvent	SelectionChanged 138 138

1647340380861	PolyGesture	InputEvent	BeginBatchEdit

1647340380862	PolyGesture	InputEvent	BeginBatchEdit

1647340380862	PolyGesture	InputEvent	BeginBatchEdit

1647340380880	PolyGesture	InputEvent	BeginBatchEdit

1647340381085	PolyGesture	InputEvent	BeginBatchEdit

1647340382194	PolyGesture	InputEvent	TouchEvent (cursorPosition=138): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=173.0, y[0]=167.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422371393, downTime=422371393, deviceId=6, source=0x1002, displayId=0 }
1647340382268	PolyGesture	InputEvent	TouchEvent (cursorPosition=138): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=173.0, y[0]=167.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422371468, downTime=422371393, deviceId=6, source=0x1002, displayId=0 }
1647340382286	PolyGesture	InputEvent	SelectionChanged 128 128

1647340382288	PolyGesture	InputEvent	SelectionChanged 138 128

1647340382301	PolyGesture	InputEvent	BeginBatchEdit

1647340382305	PolyGesture	InputEvent	BeginBatchEdit

1647340382306	PolyGesture	InputEvent	BeginBatchEdit

1647340382309	PolyGesture	InputEvent	BeginBatchEdit

1647340382511	PolyGesture	InputEvent	BeginBatchEdit

1647340383305	PolyGesture	InputEvent	TouchEvent (cursorPosition=138): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=174.0, y[0]=152.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422372503, downTime=422372503, deviceId=6, source=0x1002, displayId=0 }
1647340383397	PolyGesture	InputEvent	TouchEvent (cursorPosition=138): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=174.0, y[0]=152.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422372597, downTime=422372503, deviceId=6, source=0x1002, displayId=0 }
1647340383404	PolyGesture	InputEvent	SelectionChanged 128 128

1647340383406	PolyGesture	InputEvent	SelectionChanged 138 128

1647340383421	PolyGesture	InputEvent	BeginBatchEdit

1647340383425	PolyGesture	InputEvent	BeginBatchEdit

1647340383426	PolyGesture	InputEvent	BeginBatchEdit

1647340383428	PolyGesture	InputEvent	BeginBatchEdit

1647340383629	PolyGesture	InputEvent	BeginBatchEdit

1647340383824	PolyGesture	InputEvent	TouchEvent (cursorPosition=138): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=166.0, y[0]=166.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422373024, downTime=422373024, deviceId=6, source=0x1002, displayId=0 }
1647340383906	PolyGesture	InputEvent	TouchEvent (cursorPosition=138): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=166.0, y[0]=166.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422373107, downTime=422373024, deviceId=6, source=0x1002, displayId=0 }
1647340383915	PolyGesture	InputEvent	SelectionChanged 127 127

1647340383917	PolyGesture	InputEvent	SelectionChanged 138 127

1647340383934	PolyGesture	InputEvent	BeginBatchEdit

1647340383937	PolyGesture	InputEvent	BeginBatchEdit

1647340383938	PolyGesture	InputEvent	BeginBatchEdit

1647340383941	PolyGesture	InputEvent	BeginBatchEdit

1647340384143	PolyGesture	InputEvent	BeginBatchEdit

1647340386054	PolyGesture	InputEvent	BeginBatchEdit

1647340386055	PolyGesture	InputEvent	SelectionChanged 138 138

1647340386062	PolyGesture	InputEvent	SelectionChanged 0 0

1647340386065	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered XXXX XXXXXXXX how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 0 542 542

1647340386073	PolyGesture	InputEvent	SelectionChanged 127 127

1647340386074	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered XXXX XXXXXXXX how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 127 11 0

1647340386078	PolyGesture	InputEvent	SelectionChanged 127 127

1647340386091	PolyGesture	InputEvent	BeginBatchEdit

1647340386106	PolyGesture	InputEvent	BeginBatchEdit

1647340386107	PolyGesture	InputEvent	BeginBatchEdit

1647340386115	PolyGesture	InputEvent	BeginBatchEdit

1647340386117	PolyGesture	InputEvent	BeginBatchEdit

1647340386119	PolyGesture	InputEvent	BeginBatchEdit

1647340386122	PolyGesture	InputEvent	BeginBatchEdit

1647340386324	PolyGesture	InputEvent	BeginBatchEdit

1647340387140	PolyGesture	InputEvent	TouchEvent (cursorPosition=127): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=640.0, y[0]=287.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422376330, downTime=422376330, deviceId=6, source=0x1002, displayId=0 }
1647340387171	PolyGesture	InputEvent	TouchEvent (cursorPosition=127): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=640.0, y[0]=287.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422376371, downTime=422376330, deviceId=6, source=0x1002, displayId=0 }
1647340387180	PolyGesture	InputEvent	SelectionChanged 301 301

1647340387209	PolyGesture	InputEvent	BeginBatchEdit

1647340387241	PolyGesture	InputEvent	BeginBatchEdit

1647340387434	PolyGesture	InputEvent	BeginBatchEdit

1647340387775	PolyGesture	InputEvent	TouchEvent (cursorPosition=301): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=628.0, y[0]=295.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422376965, downTime=422376965, deviceId=6, source=0x1002, displayId=0 }
1647340387847	PolyGesture	InputEvent	TouchEvent (cursorPosition=301): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=628.0, y[0]=295.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422377047, downTime=422376965, deviceId=6, source=0x1002, displayId=0 }
1647340387866	PolyGesture	InputEvent	SelectionChanged 300 300

1647340387888	PolyGesture	InputEvent	BeginBatchEdit

1647340387923	PolyGesture	InputEvent	BeginBatchEdit

1647340388135	PolyGesture	InputEvent	BeginBatchEdit

1647340389267	PolyGesture	InputEvent	TouchEvent (cursorPosition=300): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=340.0, y[0]=289.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422378458, downTime=422378458, deviceId=6, source=0x1002, displayId=0 }
1647340389312	PolyGesture	InputEvent	TouchEvent (cursorPosition=300): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=340.0, y[0]=289.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422378512, downTime=422378458, deviceId=6, source=0x1002, displayId=0 }
1647340389330	PolyGesture	InputEvent	SelectionChanged 287 287

1647340389332	PolyGesture	InputEvent	SelectionChanged 300 287

1647340389351	PolyGesture	InputEvent	BeginBatchEdit

1647340389354	PolyGesture	InputEvent	BeginBatchEdit

1647340389355	PolyGesture	InputEvent	BeginBatchEdit

1647340389358	PolyGesture	InputEvent	BeginBatchEdit

1647340389559	PolyGesture	InputEvent	BeginBatchEdit

1647340390104	PolyGesture	InputEvent	BeginBatchEdit

1647340390105	PolyGesture	InputEvent	SelectionChanged 300 300

1647340390114	PolyGesture	InputEvent	SelectionChanged 0 0

1647340390117	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered  how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 0 529 529

1647340390123	PolyGesture	InputEvent	SelectionChanged 287 287

1647340390125	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered  how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 287 13 0

1647340390129	PolyGesture	InputEvent	SelectionChanged 287 287

1647340390144	PolyGesture	InputEvent	BeginBatchEdit

1647340390149	PolyGesture	InputEvent	BeginBatchEdit

1647340390149	PolyGesture	InputEvent	BeginBatchEdit

1647340390156	PolyGesture	InputEvent	BeginBatchEdit

1647340390159	PolyGesture	InputEvent	BeginBatchEdit

1647340390160	PolyGesture	InputEvent	BeginBatchEdit

1647340390163	PolyGesture	InputEvent	BeginBatchEdit

1647340390364	PolyGesture	InputEvent	BeginBatchEdit

1647340390965	PolyGesture	InputEvent	TouchEvent (cursorPosition=287): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=479.0, y[0]=430.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422380156, downTime=422380156, deviceId=6, source=0x1002, displayId=0 }
1647340391038	PolyGesture	InputEvent	TouchEvent (cursorPosition=287): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=479.0, y[0]=430.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422380239, downTime=422380156, deviceId=6, source=0x1002, displayId=0 }
1647340391047	PolyGesture	InputEvent	SelectionChanged 434 434

1647340391075	PolyGesture	InputEvent	BeginBatchEdit

1647340391107	PolyGesture	InputEvent	BeginBatchEdit

1647340391310	PolyGesture	InputEvent	BeginBatchEdit

1647340392221	PolyGesture	InputEvent	TouchEvent (cursorPosition=434): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=192.0, y[0]=410.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422381412, downTime=422381412, deviceId=6, source=0x1002, displayId=0 }
