1647343540805	PolyGesture	ExperimentStarted	vincenzo
1647343651668	PolyGesture	InputEvent	BeginBatchEdit

1647343651669	PolyGesture	InputEvent	BeginBatchEdit

1647343651671	PolyGesture	InputEvent	BeginBatchEdit

1647343651874	PolyGesture	InputEvent	BeginBatchEdit

1647343652102	PolyGesture	InputEvent	TouchEvent (cursorPosition=98): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=337.0, y[0]=585.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425521777, downTime=425521777, deviceId=6, source=0x1002, displayId=0 }
1647343652147	PolyGesture	InputEvent	TouchEvent (cursorPosition=98): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=337.0, y[0]=585.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425521832, downTime=425521777, deviceId=6, source=0x1002, displayId=0 }
1647343652154	PolyGesture	InputEvent	SelectionChanged 144 144

1647343652156	PolyGesture	InputEvent	SelectionChanged 98 144

1647343652170	PolyGesture	InputEvent	BeginBatchEdit

1647343652173	PolyGesture	InputEvent	BeginBatchEdit

1647343652174	PolyGesture	InputEvent	BeginBatchEdit

1647343652176	PolyGesture	InputEvent	BeginBatchEdit

1647343652378	PolyGesture	InputEvent	BeginBatchEdit

1647343653685	PolyGesture	InputEvent	SelectionChanged 98 98

1647343653711	PolyGesture	InputEvent	BeginBatchEdit

1647343653715	PolyGesture	InputEvent	BeginBatchEdit

1647343653916	PolyGesture	InputEvent	BeginBatchEdit

1647343654453	PolyGesture	InputEvent	TouchEvent (cursorPosition=98): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=293.0, y[0]=317.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425524128, downTime=425524128, deviceId=6, source=0x1002, displayId=0 }
1647343654477	PolyGesture	InputEvent	TouchEvent (cursorPosition=98): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=293.0, y[0]=317.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425524162, downTime=425524128, deviceId=6, source=0x1002, displayId=0 }
1647343654484	PolyGesture	InputEvent	SelectionChanged 131 131

1647343654509	PolyGesture	InputEvent	BeginBatchEdit

1647343654545	PolyGesture	InputEvent	BeginBatchEdit

1647343654737	PolyGesture	InputEvent	BeginBatchEdit

1647343654968	PolyGesture	InputEvent	TouchEvent (cursorPosition=131): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=162.0, y[0]=211.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425524651, downTime=425524651, deviceId=6, source=0x1002, displayId=0 }
1647343655022	PolyGesture	InputEvent	TouchEvent (cursorPosition=131): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=162.0, y[0]=211.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425524707, downTime=425524651, deviceId=6, source=0x1002, displayId=0 }
1647343655041	PolyGesture	InputEvent	SelectionChanged 99 99

1647343655072	PolyGesture	InputEvent	BeginBatchEdit

1647343655109	PolyGesture	InputEvent	BeginBatchEdit

1647343655317	PolyGesture	InputEvent	BeginBatchEdit

1647343655751	PolyGesture	InputEvent	TouchEvent (cursorPosition=99): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=133.0, y[0]=197.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425525433, downTime=425525433, deviceId=6, source=0x1002, displayId=0 }
1647343655817	PolyGesture	InputEvent	TouchEvent (cursorPosition=99): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=133.0, y[0]=197.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425525502, downTime=425525433, deviceId=6, source=0x1002, displayId=0 }
1647343655837	PolyGesture	InputEvent	SelectionChanged 98 98

1647343655860	PolyGesture	InputEvent	BeginBatchEdit

1647343655918	PolyGesture	InputEvent	BeginBatchEdit

1647343656107	PolyGesture	InputEvent	BeginBatchEdit

1647343656959	PolyGesture	InputEvent	TouchEvent (cursorPosition=98): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=196.0, y[0]=196.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425526635, downTime=425526635, deviceId=6, source=0x1002, displayId=0 }
1647343657004	PolyGesture	InputEvent	TouchEvent (cursorPosition=98): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=196.0, y[0]=196.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425526689, downTime=425526635, deviceId=6, source=0x1002, displayId=0 }
1647343657019	PolyGesture	InputEvent	SelectionChanged 100 100

1647343657021	PolyGesture	InputEvent	SelectionChanged 98 100

1647343657035	PolyGesture	InputEvent	BeginBatchEdit

1647343657038	PolyGesture	InputEvent	BeginBatchEdit

1647343657039	PolyGesture	InputEvent	BeginBatchEdit

1647343657041	PolyGesture	InputEvent	BeginBatchEdit

1647343657243	PolyGesture	InputEvent	BeginBatchEdit

1647343657738	PolyGesture	InputEvent	SelectionChanged 98 101

1647343657757	PolyGesture	InputEvent	BeginBatchEdit

1647343657760	PolyGesture	InputEvent	BeginBatchEdit

1647343657963	PolyGesture	InputEvent	BeginBatchEdit

1647343658591	PolyGesture	InputEvent	TouchEvent (cursorPosition=98): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=342.0, y[0]=306.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425528265, downTime=425528265, deviceId=6, source=0x1002, displayId=0 }
1647343658635	PolyGesture	InputEvent	TouchEvent (cursorPosition=98): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=342.0, y[0]=306.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425528320, downTime=425528265, deviceId=6, source=0x1002, displayId=0 }
1647343658642	PolyGesture	InputEvent	SelectionChanged 131 131

1647343658668	PolyGesture	InputEvent	BeginBatchEdit

1647343658702	PolyGesture	InputEvent	BeginBatchEdit

1647343658894	PolyGesture	InputEvent	BeginBatchEdit

1647343659059	PolyGesture	InputEvent	BeginBatchEdit

1647343659071	PolyGesture	InputEvent	SelectionChanged 0 0

1647343659073	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Policeman
(2)Boy
(3)In' 0 147 147

1647343659075	PolyGesture	InputEvent	SelectionChanged 134 134

1647343659076	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Policeman
(2)Boy
(3)In' 131 0 3

1647343659078	PolyGesture	InputEvent	SelectionChanged 134 134

1647343659102	PolyGesture	InputEvent	BeginBatchEdit

1647343659108	PolyGesture	InputEvent	BeginBatchEdit

1647343659112	PolyGesture	InputEvent	BeginBatchEdit

1647343659113	PolyGesture	InputEvent	BeginBatchEdit

1647343659123	PolyGesture	InputEvent	BeginBatchEdit

1647343659127	PolyGesture	InputEvent	BeginBatchEdit

1647343659127	PolyGesture	InputEvent	BeginBatchEdit

1647343659130	PolyGesture	InputEvent	BeginBatchEdit

1647343659331	PolyGesture	InputEvent	BeginBatchEdit

1647343659517	PolyGesture	InputEvent	TouchEvent (cursorPosition=134): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=300.0, y[0]=194.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425529192, downTime=425529192, deviceId=6, source=0x1002, displayId=0 }
1647343659589	PolyGesture	InputEvent	TouchEvent (cursorPosition=134): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=300.0, y[0]=194.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425529268, downTime=425529192, deviceId=6, source=0x1002, displayId=0 }
1647343659596	PolyGesture	InputEvent	SelectionChanged 106 106

1647343659627	PolyGesture	InputEvent	BeginBatchEdit

1647343659660	PolyGesture	InputEvent	BeginBatchEdit

1647343659863	PolyGesture	InputEvent	BeginBatchEdit

1647343660564	PolyGesture	InputEvent	TouchEvent (cursorPosition=106): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=399.0, y[0]=206.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425530239, downTime=425530239, deviceId=6, source=0x1002, displayId=0 }
1647343660644	PolyGesture	InputEvent	TouchEvent (cursorPosition=106): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=399.0, y[0]=206.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425530329, downTime=425530239, deviceId=6, source=0x1002, displayId=0 }
1647343660664	PolyGesture	InputEvent	SelectionChanged 111 111

1647343660666	PolyGesture	InputEvent	SelectionChanged 106 111

1647343660681	PolyGesture	InputEvent	BeginBatchEdit

1647343660686	PolyGesture	InputEvent	BeginBatchEdit

1647343660687	PolyGesture	InputEvent	BeginBatchEdit

1647343660690	PolyGesture	InputEvent	BeginBatchEdit

1647343660891	PolyGesture	InputEvent	BeginBatchEdit

1647343661363	PolyGesture	InputEvent	SelectionChanged 106 112

1647343661379	PolyGesture	InputEvent	BeginBatchEdit

1647343661382	PolyGesture	InputEvent	BeginBatchEdit

1647343661584	PolyGesture	InputEvent	BeginBatchEdit

1647343662164	PolyGesture	InputEvent	TouchEvent (cursorPosition=106): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=374.0, y[0]=374.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425531838, downTime=425531838, deviceId=6, source=0x1002, displayId=0 }
1647343662235	PolyGesture	InputEvent	TouchEvent (cursorPosition=106): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=374.0, y[0]=374.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425531920, downTime=425531838, deviceId=6, source=0x1002, displayId=0 }
1647343662242	PolyGesture	InputEvent	SelectionChanged 141 141

1647343662266	PolyGesture	InputEvent	BeginBatchEdit

1647343662301	PolyGesture	InputEvent	BeginBatchEdit

1647343662491	PolyGesture	InputEvent	BeginBatchEdit

1647343662791	PolyGesture	InputEvent	BeginBatchEdit

1647343662796	PolyGesture	InputEvent	SelectionChanged 0 0

1647343662799	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Policeman
(2)Boyfriend
(3)In' 0 153 153

1647343662802	PolyGesture	InputEvent	SelectionChanged 147 147

1647343662803	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Policeman
(2)Boyfriend
(3)In' 141 0 6

1647343662806	PolyGesture	InputEvent	SelectionChanged 147 147

1647343662829	PolyGesture	InputEvent	BeginBatchEdit

1647343662832	PolyGesture	InputEvent	BeginBatchEdit

1647343662839	PolyGesture	InputEvent	BeginBatchEdit

1647343662840	PolyGesture	InputEvent	BeginBatchEdit

1647343662850	PolyGesture	InputEvent	BeginBatchEdit

1647343662853	PolyGesture	InputEvent	BeginBatchEdit

1647343662853	PolyGesture	InputEvent	BeginBatchEdit

1647343662856	PolyGesture	InputEvent	BeginBatchEdit

1647343663057	PolyGesture	InputEvent	BeginBatchEdit

1647343663347	PolyGesture	InputEvent	TouchEvent (cursorPosition=147): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=489.0, y[0]=189.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425533023, downTime=425533023, deviceId=6, source=0x1002, displayId=0 }
1647343663393	PolyGesture	InputEvent	TouchEvent (cursorPosition=147): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=489.0, y[0]=189.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425533078, downTime=425533023, deviceId=6, source=0x1002, displayId=0 }
1647343663401	PolyGesture	InputEvent	SelectionChanged 117 117

1647343663422	PolyGesture	InputEvent	BeginBatchEdit

1647343663458	PolyGesture	InputEvent	BeginBatchEdit

1647343663650	PolyGesture	InputEvent	BeginBatchEdit

1647343664420	PolyGesture	InputEvent	TouchEvent (cursorPosition=117): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=591.0, y[0]=211.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425534092, downTime=425534092, deviceId=6, source=0x1002, displayId=0 }
1647343664454	PolyGesture	InputEvent	TouchEvent (cursorPosition=117): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=591.0, y[0]=211.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425534139, downTime=425534092, deviceId=6, source=0x1002, displayId=0 }
1647343664474	PolyGesture	InputEvent	SelectionChanged 120 120

1647343664476	PolyGesture	InputEvent	SelectionChanged 117 120

1647343664497	PolyGesture	InputEvent	BeginBatchEdit

1647343664501	PolyGesture	InputEvent	BeginBatchEdit

1647343664502	PolyGesture	InputEvent	BeginBatchEdit

1647343664505	PolyGesture	InputEvent	BeginBatchEdit

1647343664707	PolyGesture	InputEvent	BeginBatchEdit

1647343665588	PolyGesture	InputEvent	TouchEvent (cursorPosition=117): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=295.0, y[0]=407.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425535263, downTime=425535263, deviceId=6, source=0x1002, displayId=0 }
1647343665648	PolyGesture	InputEvent	TouchEvent (cursorPosition=117): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=295.0, y[0]=407.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425535333, downTime=425535263, deviceId=6, source=0x1002, displayId=0 }
1647343665655	PolyGesture	InputEvent	SelectionChanged 153 153

1647343665687	PolyGesture	InputEvent	BeginBatchEdit

1647343665720	PolyGesture	InputEvent	BeginBatchEdit

1647343665922	PolyGesture	InputEvent	BeginBatchEdit

1647343666180	PolyGesture	InputEvent	BeginBatchEdit

1647343666184	PolyGesture	InputEvent	SelectionChanged 0 0

1647343666187	PolyGesture	TaskCompleted	Duplica parola (Copia - incolla) in 19"459 seconds (at 425535872, effective time: 18"261)

***************************************


1647343666199	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Policeman
(2)Boyfriend
(3)Input' 0 156 156

1647343666202	PolyGesture	InputEvent	SelectionChanged 156 156

1647343666203	PolyGesture	InputEvent	TextChanged 'Duplica le parole(copia la parola affianco a quella gia presente, non aggiungere lo spazio):

(1) man (2) friend (3) put

(1)Policeman
(2)Boyfriend
(3)Input' 153 0 3

1647343666206	PolyGesture	InputEvent	SelectionChanged 156 156

1647343666267	PolyGesture	InputEvent	BeginBatchEdit

1647343666271	PolyGesture	InputEvent	BeginBatchEdit

1647343666275	PolyGesture	InputEvent	BeginBatchEdit

1647343666277	PolyGesture	InputEvent	BeginBatchEdit

1647343666285	PolyGesture	InputEvent	BeginBatchEdit

1647343666288	PolyGesture	InputEvent	BeginBatchEdit

1647343666289	PolyGesture	InputEvent	BeginBatchEdit

1647343666291	PolyGesture	InputEvent	BeginBatchEdit

1647343666492	PolyGesture	InputEvent	BeginBatchEdit

1647343667452	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=425537133, downTime=425537133, deviceId=-1, source=0x101, displayId=0 }

1647343667456	PolyGesture	InputEvent	BeginBatchEdit

1647343667520	PolyGesture	InputEvent	WindowFocusChanged false

1647343667542	PolyGesture	InputEvent	BeginBatchEdit

1647343667543	PolyGesture	InputEvent	BeginBatchEdit

1647343668378	PolyGesture	InputEvent	SelectionChanged 0 0

1647343668380	PolyGesture	InputEvent	TextChanged '' 0 0 0

1647343668464	PolyGesture	InputEvent	SelectionChanged 0 0

1647343668464	PolyGesture	InputEvent	SelectionChanged 0 0

1647343668465	PolyGesture	TaskStarted	Duplica frase

1647343668465	PolyGesture	InputEvent	TextChanged 'Copia la frase tra le XXX (XXX non comprese) in fondo al testo:

XXXIt was a lovely nightXXX, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.
' 0 585 585

1647343668469	PolyGesture	InputEvent	TextChanged 'Copia la frase tra le XXX (XXX non comprese) in fondo al testo:

XXXIt was a lovely nightXXX, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.
' 0 0 585

1647343668472	PolyGesture	InputEvent	SelectionChanged 585 585

1647343668494	PolyGesture	InputEvent	FocusChanged true 130 null

1647343668520	PolyGesture	InputEvent	WindowFocusChanged true

1647343669952	PolyGesture	InputEvent	TouchEvent (cursorPosition=585): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=153.0, y[0]=194.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425539636, downTime=425539636, deviceId=6, source=0x1002, displayId=0 }
1647343669991	PolyGesture	InputEvent	TouchEvent (cursorPosition=585): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=153.0, y[0]=194.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425539677, downTime=425539636, deviceId=6, source=0x1002, displayId=0 }
1647343669999	PolyGesture	InputEvent	SelectionChanged 69 69

1647343670031	PolyGesture	InputEvent	BeginBatchEdit

1647343670032	PolyGesture	InputEvent	BeginBatchEdit

1647343670047	PolyGesture	InputEvent	BeginBatchEdit

1647343670060	PolyGesture	InputEvent	BeginBatchEdit

1647343670266	PolyGesture	InputEvent	BeginBatchEdit

1647343670759	PolyGesture	InputEvent	SelectionChanged 68 68

1647343670779	PolyGesture	InputEvent	BeginBatchEdit

1647343670790	PolyGesture	InputEvent	BeginBatchEdit

1647343671019	PolyGesture	InputEvent	BeginBatchEdit

1647343671628	PolyGesture	InputEvent	TouchEvent (cursorPosition=68): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=522.0, y[0]=212.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425541304, downTime=425541304, deviceId=6, source=0x1002, displayId=0 }
1647343671680	PolyGesture	InputEvent	TouchEvent (cursorPosition=68): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=522.0, y[0]=212.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425541365, downTime=425541304, deviceId=6, source=0x1002, displayId=0 }
1647343671700	PolyGesture	InputEvent	SelectionChanged 88 88

1647343671701	PolyGesture	InputEvent	SelectionChanged 68 88

1647343671715	PolyGesture	InputEvent	BeginBatchEdit

1647343671718	PolyGesture	InputEvent	BeginBatchEdit

1647343671719	PolyGesture	InputEvent	BeginBatchEdit

1647343671721	PolyGesture	InputEvent	BeginBatchEdit

1647343671922	PolyGesture	InputEvent	BeginBatchEdit

1647343672358	PolyGesture	InputEvent	SelectionChanged 68 89

1647343672371	PolyGesture	InputEvent	BeginBatchEdit

1647343672374	PolyGesture	InputEvent	BeginBatchEdit

1647343672575	PolyGesture	InputEvent	BeginBatchEdit

1647343674059	PolyGesture	InputEvent	TouchEvent (cursorPosition=68): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=356.0, y[0]=802.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425543731, downTime=425543731, deviceId=6, source=0x1002, displayId=0 }
1647343674129	PolyGesture	InputEvent	TouchEvent (cursorPosition=68): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=356.0, y[0]=802.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425543814, downTime=425543731, deviceId=6, source=0x1002, displayId=0 }
1647343674133	PolyGesture	InputEvent	SelectionChanged 584 584

1647343674159	PolyGesture	InputEvent	BeginBatchEdit

1647343674192	PolyGesture	InputEvent	BeginBatchEdit

1647343674386	PolyGesture	InputEvent	BeginBatchEdit

1647343675586	PolyGesture	InputEvent	BeginBatchEdit

1647343675606	PolyGesture	InputEvent	SelectionChanged 0 0

1647343675609	PolyGesture	InputEvent	TextChanged 'Copia la frase tra le XXX (XXX non comprese) in fondo al testo:

XXXIt was a lovely nightXXX, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.

' 0 586 586

1647343675617	PolyGesture	InputEvent	SelectionChanged 585 585

1647343675618	PolyGesture	InputEvent	TextChanged 'Copia la frase tra le XXX (XXX non comprese) in fondo al testo:

XXXIt was a lovely nightXXX, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.

' 584 0 1

1647343675622	PolyGesture	InputEvent	SelectionChanged 585 585

1647343675632	PolyGesture	InputEvent	BeginBatchEdit

1647343675646	PolyGesture	InputEvent	BeginBatchEdit

1647343675646	PolyGesture	InputEvent	BeginBatchEdit

1647343675653	PolyGesture	InputEvent	BeginBatchEdit

1647343675656	PolyGesture	InputEvent	BeginBatchEdit

1647343675657	PolyGesture	InputEvent	BeginBatchEdit

1647343675660	PolyGesture	InputEvent	BeginBatchEdit

1647343675862	PolyGesture	InputEvent	BeginBatchEdit

1647343676039	PolyGesture	InputEvent	BeginBatchEdit

1647343676043	PolyGesture	InputEvent	SelectionChanged 0 0

1647343676046	PolyGesture	TaskCompleted	Duplica frase in 7"581 seconds (at 425545731, effective time: 6"095)

***************************************


1647343676055	PolyGesture	InputEvent	TextChanged 'Copia la frase tra le XXX (XXX non comprese) in fondo al testo:

XXXIt was a lovely nightXXX, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.
It was a lovely night
' 0 607 607

1647343676064	PolyGesture	InputEvent	SelectionChanged 606 606

1647343676065	PolyGesture	InputEvent	TextChanged 'Copia la frase tra le XXX (XXX non comprese) in fondo al testo:

XXXIt was a lovely nightXXX, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.
It was a lovely night
' 585 0 21

1647343676069	PolyGesture	InputEvent	SelectionChanged 606 606

1647343676127	PolyGesture	InputEvent	BeginBatchEdit

1647343676132	PolyGesture	InputEvent	BeginBatchEdit

1647343676138	PolyGesture	InputEvent	BeginBatchEdit

1647343676138	PolyGesture	InputEvent	BeginBatchEdit

1647343676150	PolyGesture	InputEvent	BeginBatchEdit

1647343676153	PolyGesture	InputEvent	BeginBatchEdit

1647343676154	PolyGesture	InputEvent	BeginBatchEdit

1647343676158	PolyGesture	InputEvent	BeginBatchEdit

1647343676358	PolyGesture	InputEvent	BeginBatchEdit

1647343677323	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=425547004, downTime=425547004, deviceId=-1, source=0x101, displayId=0 }

1647343677327	PolyGesture	InputEvent	BeginBatchEdit

1647343677398	PolyGesture	InputEvent	WindowFocusChanged false

1647343677412	PolyGesture	InputEvent	BeginBatchEdit

1647343677413	PolyGesture	InputEvent	BeginBatchEdit

